pool_rank,proposed_meal_name,review_status,provider,source_title,source_page_url,original_url,thumbnail_url,creator,credit,license,license_url,attribution_required,width,height,description,catalogue_fit_notes
102,Tilapia steak and mashed bungkukan with lemon cream sauce,NEEDS_VISUAL_AND_CATALOGUE_REVIEW,WIKIMEDIA_COMMONS,File:Tilapia steak and mashed bungkukan with lemon cream sauce.jpg,https://commons.wikimedia.org/wiki/File:Tilapia_steak_and_mashed_bungkukan_with_lemon_cream_sauce.jpg,https://upload.wikimedia.org/wikipedia/commons/7/7f/Tilapia_steak_and_mashed_bungkukan_with_lemon_cream_sauce.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/7/7f/Tilapia_steak_and_mashed_bungkukan_with_lemon_cream_sauce.jpg/960px-Tilapia_steak_and_mashed_bungkukan_with_lemon_cream_sauce.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Filipinayzd,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,1376,1033,"Tilapia steak and mashed bungkukan with lemon cream sauce - grand winner for the recipe competition during the Pagsasatubuanan: Exploring Rinconada Food Heritage hails from the College of Tourism, Hospitality, and Business Management, , Camarines Sur Polytechnic Colleges at Nabua, Camarines Sur. Team members: Russel Hernandez Sofia Ramos Coach: Dr. Rosana B. Oliveros",
103,Tilapia with salted black beans,NEEDS_VISUAL_AND_CATALOGUE_REVIEW,WIKIMEDIA_COMMONS,File:Tilapia with salted black beans.jpg,https://commons.wikimedia.org/wiki/File:Tilapia_with_salted_black_beans.jpg,https://upload.wikimedia.org/wikipedia/commons/9/9a/Tilapia_with_salted_black_beans.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/9/9a/Tilapia_with_salted_black_beans.jpg/960px-Tilapia_with_salted_black_beans.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Chammy17,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,3545,2222,Tilapia with salted black beans,
104,Tinapa Fried Rice 1,NEEDS_VISUAL_AND_CATALOGUE_REVIEW,WIKIMEDIA_COMMONS,File:Tinapa Fried Rice 1.jpg,https://commons.wikimedia.org/wiki/File:Tinapa_Fried_Rice_1.jpg,https://upload.wikimedia.org/wikipedia/commons/d/d8/Tinapa_Fried_Rice_1.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d8/Tinapa_Fried_Rice_1.jpg/960px-Tinapa_Fried_Rice_1.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,ShmilyDigital,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,6000,4000,"Tinapa fried rice with salted egg slices, tomatoes and mangoes",
105,TINOLANG MANOK,NEEDS_VISUAL_AND_CATALOGUE_REVIEW,WIKIMEDIA_COMMONS,File:TINOLANG MANOK.jpg,https://commons.wikimedia.org/wiki/File:TINOLANG_MANOK.jpg,https://upload.wikimedia.org/wikipedia/commons/9/9c/TINOLANG_MANOK.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/9/9c/TINOLANG_MANOK.jpg/960px-TINOLANG_MANOK.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Squatic,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,5168,3448,Tinolang manok is a pinoy native recipe which prepared and cook with natural ingredients. This recipe always present during birthday celebrations and other special ocassions.,
106,Tinuktok,NEEDS_VISUAL_AND_CATALOGUE_REVIEW,WIKIMEDIA_COMMONS,File:Tinuktok.jpg,https://commons.wikimedia.org/wiki/File:Tinuktok.jpg,https://upload.wikimedia.org/wikipedia/commons/3/32/Tinuktok.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/3/32/Tinuktok.jpg/960px-Tinuktok.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Filipinayzd,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,1376,1033,Tinuktok,
107,Tofu Sisig,NEEDS_VISUAL_AND_CATALOGUE_REVIEW,WIKIMEDIA_COMMONS,File:Tofu Sisig.jpg,https://commons.wikimedia.org/wiki/File:Tofu_Sisig.jpg,https://upload.wikimedia.org/wikipedia/commons/b/be/Tofu_Sisig.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/b/be/Tofu_Sisig.jpg/960px-Tofu_Sisig.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Louiesemendez,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,3264,4896,Tofu sisig for Christmas eve.,
108,Tokwa at Baboy,NEEDS_VISUAL_AND_CATALOGUE_REVIEW,WIKIMEDIA_COMMONS,File:Tokwa at Baboy.jpg,https://commons.wikimedia.org/wiki/File:Tokwa_at_Baboy.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a3/Tokwa_at_Baboy.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a3/Tokwa_at_Baboy.jpg/960px-Tokwa_at_Baboy.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Herbertkikoy,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,2048,1536,Tokwat Baboy is a dish composed of boiled pork (either or both pig's ears and pork belly usually) and fried tofu.,
109,Tokwa diet,NEEDS_VISUAL_AND_CATALOGUE_REVIEW,WIKIMEDIA_COMMONS,File:Tokwa diet.jpg,https://commons.wikimedia.org/wiki/File:Tokwa_diet.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c1/Tokwa_diet.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c1/Tokwa_diet.jpg/960px-Tokwa_diet.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Chammy17,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,2608,4624,Tokwa diet after gym,
110,Topsilog,NEEDS_VISUAL_AND_CATALOGUE_REVIEW,WIKIMEDIA_COMMONS,File:Topsilog.jpg,https://commons.wikimedia.org/wiki/File:Topsilog.jpg,https://upload.wikimedia.org/wikipedia/commons/5/58/Topsilog.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/5/58/Topsilog.jpg/960px-Topsilog.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Anneclicks,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,3127,2448,Silog one of Filipino's favorite breakfasts of all time,
111,Tropical White Chicken Adobo,NEEDS_VISUAL_AND_CATALOGUE_REVIEW,WIKIMEDIA_COMMONS,File:Tropical White Chicken Adobo.jpg,https://commons.wikimedia.org/wiki/File:Tropical_White_Chicken_Adobo.jpg,https://upload.wikimedia.org/wikipedia/commons/3/37/Tropical_White_Chicken_Adobo.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/3/37/Tropical_White_Chicken_Adobo.jpg/960px-Tropical_White_Chicken_Adobo.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Mhackvidanes,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,4000,3000,"Experience a burst of tropical flavor with our White Chicken Adobo, perfectly complemented by juicy pineapple for a delightful twist on a classic favorite.",
112,Vegetable Afritada,NEEDS_VISUAL_AND_CATALOGUE_REVIEW,WIKIMEDIA_COMMONS,File:Vegetable Afritada.jpg,https://commons.wikimedia.org/wiki/File:Vegetable_Afritada.jpg,https://upload.wikimedia.org/wikipedia/commons/8/8c/Vegetable_Afritada.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8c/Vegetable_Afritada.jpg/960px-Vegetable_Afritada.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Sheena Aloner,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,3024,4032,Vegetable Afritada,
113,Vegetable kare-kare,NEEDS_VISUAL_AND_CATALOGUE_REVIEW,WIKIMEDIA_COMMONS,File:Vegetable kare-kare.jpg,https://commons.wikimedia.org/wiki/File:Vegetable_kare-kare.jpg,https://upload.wikimedia.org/wikipedia/commons/4/4b/Vegetable_kare-kare.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/4/4b/Vegetable_kare-kare.jpg/960px-Vegetable_kare-kare.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Chammy17,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,2608,3084,Vegetable kare-kare,
114,Vegetable Lumpia with peanut sauce,NEEDS_VISUAL_AND_CATALOGUE_REVIEW,WIKIMEDIA_COMMONS,File:Vegetable Lumpia with peanut sauce.jpg,https://commons.wikimedia.org/wiki/File:Vegetable_Lumpia_with_peanut_sauce.jpg,https://upload.wikimedia.org/wikipedia/commons/1/14/Vegetable_Lumpia_with_peanut_sauce.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/1/14/Vegetable_Lumpia_with_peanut_sauce.jpg/960px-Vegetable_Lumpia_with_peanut_sauce.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Sheena Aloner,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,3024,4032,Vegetable Lumpia with peanut sauce,
115,Vegetable Noodles,NEEDS_VISUAL_AND_CATALOGUE_REVIEW,WIKIMEDIA_COMMONS,File:Vegetable Noodles.jpg,https://commons.wikimedia.org/wiki/File:Vegetable_Noodles.jpg,https://upload.wikimedia.org/wikipedia/commons/d/d5/Vegetable_Noodles.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d5/Vegetable_Noodles.jpg/960px-Vegetable_Noodles.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Sheena Aloner,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,3024,4032,Vegetable Noodles,
116,Vegetables recipes needed for sinigang na baboy,NEEDS_VISUAL_AND_CATALOGUE_REVIEW,WIKIMEDIA_COMMONS,File:Vegetables recipes needed for sinigang na baboy.jpg,https://commons.wikimedia.org/wiki/File:Vegetables_recipes_needed_for_sinigang_na_baboy.jpg,https://upload.wikimedia.org/wikipedia/commons/6/68/Vegetables_recipes_needed_for_sinigang_na_baboy.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/6/68/Vegetables_recipes_needed_for_sinigang_na_baboy.jpg/960px-Vegetables_recipes_needed_for_sinigang_na_baboy.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Chammy17,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,2608,3661,Vegetables recipes needed for sinigang na baboy,
117,Vibrant Veggie Medley,NEEDS_VISUAL_AND_CATALOGUE_REVIEW,WIKIMEDIA_COMMONS,File:Vibrant Veggie Medley.jpg,https://commons.wikimedia.org/wiki/File:Vibrant_Veggie_Medley.jpg,https://upload.wikimedia.org/wikipedia/commons/8/8f/Vibrant_Veggie_Medley.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8f/Vibrant_Veggie_Medley.jpg/960px-Vibrant_Veggie_Medley.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Mhackvidanes,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,1080,810,"A refreshing and colorful vegetable medley featuring cucumber, carrot, kinchay, onion, and bell pepper, bursting with flavor and crunch.",
